2018-03-06	18:10
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
9999,983            -22,082             82,582
10046,177            -21,857             82,780
10092,556            -21,683             82,476
10139,123            -21,354             82,040
10185,875            -21,155             81,993
10233,000            -20,855             82,274
10280,125            -20,567             81,718
10327,622            -20,334             81,855
10375,306            -20,090             80,832
10423,176            -19,827             80,447
10471,232            -19,488             80,124
10519,661            -19,210             80,255
10568,090            -18,890             79,918
10616,891            -18,570             79,070
10665,879            -18,226             78,694
10715,239            -17,845             78,274
10764,599            -17,493             77,871
10814,331            -17,100             77,303
10864,250            -16,684             77,132
10914,356            -16,306             75,791
10964,833            -15,859             74,988
11015,311            -15,378             73,948
11066,161            -14,922             73,086
11117,384            -14,407             72,070
11168,607            -13,830             71,475
11220,202            -13,234             70,131
11271,983            -12,638             68,110
11323,951            -11,975             66,410
11376,292            -11,249             64,330
11428,818            -10,475             61,590
11481,531             -9,656             58,413
11534,616             -8,772             53,934
11587,702             -7,840             48,724
11641,346             -6,869             42,747
11694,990             -5,976             34,146
11749,007             -5,221             24,348
11803,210             -4,679             13,404
11857,599             -4,446              2,386
11912,361             -4,547             -9,016
11967,495             -4,890            -18,703
12022,629             -5,424            -28,379
12078,136             -6,086            -35,395
12133,829             -6,808            -41,939
12189,895             -7,590            -47,237
12246,147             -8,356            -52,183
12302,771             -9,117            -56,684
12359,396             -9,832            -59,078
12416,579            -10,512            -61,744
12473,762            -11,198            -64,069
12531,504            -11,817            -66,170
12589,246            -12,441            -68,169
12647,361            -13,016            -69,752
12705,661            -13,541            -70,983
12764,335            -14,075            -72,308
12823,381            -14,582            -73,394
12882,426            -15,032            -74,161
12942,031            -15,495            -75,025
13001,636            -15,925            -75,956
13061,799            -16,375            -76,705
13121,963            -16,754            -77,257
13182,499            -17,143            -77,451
13243,407            -17,506            -78,236
13304,502            -17,853            -78,856
13365,969            -18,189            -79,295
13427,623            -18,518            -79,662
13489,649            -18,849            -80,342
13551,861            -19,162            -80,154
13614,446            -19,467            -80,564
13677,217            -19,766            -81,072
13740,361            -20,030            -81,635
13803,877            -20,300            -81,853
13867,579            -20,559            -81,941
13931,654            -20,816            -82,493
13995,916            -21,091            -82,420
