2018-03-06	19:07
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
9999,983             -9,217             67,086
10046,177             -9,034             66,302
10092,556             -8,838             65,691
10139,123             -8,624             65,166
10185,875             -8,408             64,484
10233,000             -8,220             63,728
10280,125             -7,992             62,625
10327,622             -7,748             62,367
10375,306             -7,548             61,015
10423,176             -7,343             60,678
10471,232             -7,066             60,284
10519,661             -6,868             59,006
10568,090             -6,601             58,144
10616,891             -6,388             56,479
10665,879             -6,100             56,254
10715,239             -5,853             54,926
10764,599             -5,600             53,675
10814,331             -5,364             51,972
10864,250             -5,109             50,946
10914,356             -4,832             49,802
10964,833             -4,600             47,907
11015,311             -4,303             46,181
11066,161             -4,056             44,278
11117,384             -3,781             42,609
11168,607             -3,517             40,605
11220,202             -3,262             38,639
11271,983             -3,014             36,001
11323,951             -2,761             33,755
11376,292             -2,530             31,614
11428,818             -2,298             28,998
11481,531             -2,078             26,174
11534,616             -1,883             23,002
11587,702             -1,707             19,863
11641,346             -1,496             17,151
11694,990             -1,360             13,749
11749,007             -1,257             10,408
11803,210             -1,200              7,139
11857,599             -1,105              3,543
11912,361             -1,111              0,423
11967,495             -1,150             -3,630
12022,629             -1,191             -6,456
12078,136             -1,257            -10,169
12133,829             -1,351            -13,488
12189,895             -1,559            -16,487
12246,147             -1,708            -19,747
12302,771             -1,887            -22,279
12359,396             -2,094            -25,892
12416,579             -2,311            -27,808
12473,762             -2,509            -30,608
12531,504             -2,769            -33,215
12589,246             -3,011            -35,814
12647,361             -3,286            -37,718
12705,661             -3,528            -39,939
12764,335             -3,788            -41,699
12823,381             -4,050            -43,858
12882,426             -4,326            -45,274
12942,031             -4,603            -47,151
13001,636             -4,846            -48,654
13061,799             -5,107            -50,093
13121,963             -5,357            -51,568
13182,499             -5,631            -52,893
13243,407             -5,873            -53,997
13304,502             -6,119            -54,992
13365,969             -6,361            -56,100
13427,623             -6,591            -57,190
13489,649             -6,843            -58,336
13551,861             -7,072            -58,997
13614,446             -7,302            -59,842
13677,217             -7,534            -60,780
13740,361             -7,760            -61,349
13803,877             -7,974            -62,189
13867,579             -8,205            -62,988
13931,654             -8,402            -63,709
13995,916             -8,603            -64,439
