2018-03-06	19:01
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
9999,983            -18,054             80,118
10046,177            -17,832             79,654
10092,556            -17,597             79,816
10139,123            -17,393             78,431
10185,875            -17,113             79,364
10233,000            -16,884             78,928
10280,125            -16,608             78,567
10327,622            -16,348             78,282
10375,306            -16,075             76,887
10423,176            -15,828             76,838
10471,232            -15,517             76,743
10519,661            -15,193             76,293
10568,090            -14,910             75,506
10616,891            -14,591             75,296
10665,879            -14,248             74,749
10715,239            -13,903             73,979
10764,599            -13,571             73,265
10814,331            -13,210             72,347
10864,250            -12,803             71,676
10914,356            -12,411             70,716
10964,833            -12,006             69,938
11015,311            -11,573             68,828
11066,161            -11,128             67,426
11117,384            -10,658             65,811
11168,607            -10,163             64,497
11220,202             -9,677             62,849
11271,983             -9,108             61,102
11323,951             -8,554             58,381
11376,292             -8,001             56,182
11428,818             -7,375             53,530
11481,531             -6,728             51,185
11534,616             -6,112             46,571
11587,702             -5,463             42,380
11641,346             -4,848             37,151
11694,990             -4,265             31,458
11749,007             -3,732             24,828
11803,210             -3,313             17,406
11857,599             -3,033              9,451
11912,361             -2,951              0,374
11967,495             -3,031             -7,261
12022,629             -3,271            -15,131
12078,136             -3,673            -22,910
12133,829             -4,188            -29,344
12189,895             -4,742            -34,842
12246,147             -5,378            -40,275
12302,771             -5,988            -44,636
12359,396             -6,624            -48,505
12416,579             -7,255            -51,689
12473,762             -7,862            -54,615
12531,504             -8,448            -57,359
12589,246             -9,015            -59,442
12647,361             -9,555            -61,456
12705,661            -10,060            -63,273
12764,335            -10,557            -64,928
12823,381            -11,018            -66,445
12882,426            -11,484            -67,338
12942,031            -11,891            -68,343
13001,636            -12,322            -69,508
13061,799            -12,715            -70,755
13121,963            -13,092            -71,155
13182,499            -13,482            -71,994
13243,407            -13,824            -72,805
13304,502            -14,185            -73,288
13365,969            -14,528            -74,263
13427,623            -14,844            -74,723
13489,649            -15,134            -75,318
13551,861            -15,454            -75,813
13614,446            -15,702            -75,891
13677,217            -16,019            -76,548
13740,361            -16,261            -77,010
13803,877            -16,533            -77,235
13867,579            -16,802            -77,601
13931,654            -17,037            -78,026
13995,916            -17,290            -78,177
