waveform	[0]		[1]	
t0	2018-03-06  18:46:08,880821		2018-03-06  18:46:08,880821	
delta t	2,000000E-7		2,000000E-7	

time[0]	Y[0]	time[1]	Y[1]
2018-03-06  18:46:08,880821	-4,829280E-1	2018-03-06  18:46:08,880821	-4,745979E-3
2018-03-06  18:46:08,880821	-4,913247E-1	2018-03-06  18:46:08,880821	-6,009203E-3
2018-03-06  18:46:08,880821	-4,829280E-1	2018-03-06  18:46:08,880821	-5,588128E-3
2018-03-06  18:46:08,880821	-4,829280E-1	2018-03-06  18:46:08,880821	-7,272427E-3
2018-03-06  18:46:08,880821	-4,913247E-1	2018-03-06  18:46:08,880821	-8,956727E-3
2018-03-06  18:46:08,880822	-4,829280E-1	2018-03-06  18:46:08,880822	-6,009203E-3
2018-03-06  18:46:08,880822	-4,913247E-1	2018-03-06  18:46:08,880822	-9,377801E-3
2018-03-06  18:46:08,880822	-4,829280E-1	2018-03-06  18:46:08,880822	-8,114577E-3
2018-03-06  18:46:08,880822	-4,745314E-1	2018-03-06  18:46:08,880822	-8,956727E-3
2018-03-06  18:46:08,880822	-4,913247E-1	2018-03-06  18:46:08,880822	-7,693502E-3
2018-03-06  18:46:08,880823	-4,913247E-1	2018-03-06  18:46:08,880823	-1,064103E-2
2018-03-06  18:46:08,880823	-4,829280E-1	2018-03-06  18:46:08,880823	-1,106210E-2
2018-03-06  18:46:08,880823	-4,829280E-1	2018-03-06  18:46:08,880823	-9,377801E-3
2018-03-06  18:46:08,880823	-4,913247E-1	2018-03-06  18:46:08,880823	-8,535652E-3
2018-03-06  18:46:08,880823	-4,829280E-1	2018-03-06  18:46:08,880823	-1,106210E-2
2018-03-06  18:46:08,880824	-4,829280E-1	2018-03-06  18:46:08,880824	-1,106210E-2
2018-03-06  18:46:08,880824	-4,829280E-1	2018-03-06  18:46:08,880824	-1,190425E-2
2018-03-06  18:46:08,880824	-4,829280E-1	2018-03-06  18:46:08,880824	-9,798876E-3
2018-03-06  18:46:08,880824	-4,829280E-1	2018-03-06  18:46:08,880824	-1,232533E-2
2018-03-06  18:46:08,880824	-4,829280E-1	2018-03-06  18:46:08,880824	-1,021995E-2
2018-03-06  18:46:08,880825	-4,829280E-1	2018-03-06  18:46:08,880825	-1,400962E-2
2018-03-06  18:46:08,880825	-4,829280E-1	2018-03-06  18:46:08,880825	-1,274640E-2
2018-03-06  18:46:08,880825	-4,829280E-1	2018-03-06  18:46:08,880825	-1,358855E-2
2018-03-06  18:46:08,880825	-4,829280E-1	2018-03-06  18:46:08,880825	-1,190425E-2
2018-03-06  18:46:08,880825	-4,829280E-1	2018-03-06  18:46:08,880825	-1,485177E-2
2018-03-06  18:46:08,880826	-4,745314E-1	2018-03-06  18:46:08,880826	-1,064103E-2
2018-03-06  18:46:08,880826	-4,829280E-1	2018-03-06  18:46:08,880826	-1,569392E-2
2018-03-06  18:46:08,880826	-4,829280E-1	2018-03-06  18:46:08,880826	-1,316747E-2
2018-03-06  18:46:08,880826	-4,829280E-1	2018-03-06  18:46:08,880826	-1,611500E-2
2018-03-06  18:46:08,880826	-4,829280E-1	2018-03-06  18:46:08,880826	-1,232533E-2
2018-03-06  18:46:08,880827	-4,829280E-1	2018-03-06  18:46:08,880827	-1,485177E-2
2018-03-06  18:46:08,880827	-4,829280E-1	2018-03-06  18:46:08,880827	-1,527285E-2
2018-03-06  18:46:08,880827	-4,829280E-1	2018-03-06  18:46:08,880827	-1,695715E-2
2018-03-06  18:46:08,880827	-4,829280E-1	2018-03-06  18:46:08,880827	-1,400962E-2
2018-03-06  18:46:08,880827	-4,913247E-1	2018-03-06  18:46:08,880827	-1,653607E-2
2018-03-06  18:46:08,880828	-4,745314E-1	2018-03-06  18:46:08,880828	-1,443070E-2
2018-03-06  18:46:08,880828	-4,829280E-1	2018-03-06  18:46:08,880828	-1,737822E-2
2018-03-06  18:46:08,880828	-4,829280E-1	2018-03-06  18:46:08,880828	-1,695715E-2
2018-03-06  18:46:08,880828	-4,829280E-1	2018-03-06  18:46:08,880828	-1,864145E-2
2018-03-06  18:46:08,880828	-4,745314E-1	2018-03-06  18:46:08,880828	-1,485177E-2
2018-03-06  18:46:08,880829	-4,829280E-1	2018-03-06  18:46:08,880829	-1,906252E-2
2018-03-06  18:46:08,880829	-4,829280E-1	2018-03-06  18:46:08,880829	-1,737822E-2
2018-03-06  18:46:08,880829	-4,745314E-1	2018-03-06  18:46:08,880829	-1,779930E-2
2018-03-06  18:46:08,880829	-4,829280E-1	2018-03-06  18:46:08,880829	-1,864145E-2
2018-03-06  18:46:08,880829	-4,745314E-1	2018-03-06  18:46:08,880829	-2,074682E-2
2018-03-06  18:46:08,880830	-4,745314E-1	2018-03-06  18:46:08,880830	-1,822037E-2
2018-03-06  18:46:08,880830	-4,829280E-1	2018-03-06  18:46:08,880830	-2,074682E-2
2018-03-06  18:46:08,880830	-4,829280E-1	2018-03-06  18:46:08,880830	-1,948360E-2
2018-03-06  18:46:08,880830	-4,745314E-1	2018-03-06  18:46:08,880830	-2,116790E-2
2018-03-06  18:46:08,880830	-4,745314E-1	2018-03-06  18:46:08,880830	-1,990467E-2
2018-03-06  18:46:08,880831	-4,829280E-1	2018-03-06  18:46:08,880831	-1,990467E-2
2018-03-06  18:46:08,880831	-4,745314E-1	2018-03-06  18:46:08,880831	-2,074682E-2
2018-03-06  18:46:08,880831	-4,661348E-1	2018-03-06  18:46:08,880831	-2,032575E-2
2018-03-06  18:46:08,880831	-4,745314E-1	2018-03-06  18:46:08,880831	-2,116790E-2
2018-03-06  18:46:08,880831	-4,829280E-1	2018-03-06  18:46:08,880831	-2,116790E-2
2018-03-06  18:46:08,880832	-4,829280E-1	2018-03-06  18:46:08,880832	-1,906252E-2
2018-03-06  18:46:08,880832	-4,829280E-1	2018-03-06  18:46:08,880832	-2,327327E-2
2018-03-06  18:46:08,880832	-4,829280E-1	2018-03-06  18:46:08,880832	-1,990467E-2
2018-03-06  18:46:08,880832	-4,829280E-1	2018-03-06  18:46:08,880832	-2,116790E-2
2018-03-06  18:46:08,880832	-4,745314E-1	2018-03-06  18:46:08,880832	-1,948360E-2
2018-03-06  18:46:08,880833	-4,829280E-1	2018-03-06  18:46:08,880833	-2,369434E-2
2018-03-06  18:46:08,880833	-4,661348E-1	2018-03-06  18:46:08,880833	-1,990467E-2
2018-03-06  18:46:08,880833	-4,745314E-1	2018-03-06  18:46:08,880833	-2,158897E-2
2018-03-06  18:46:08,880833	-4,829280E-1	2018-03-06  18:46:08,880833	-2,158897E-2
2018-03-06  18:46:08,880833	-4,829280E-1	2018-03-06  18:46:08,880833	-2,327327E-2
2018-03-06  18:46:08,880834	-4,661348E-1	2018-03-06  18:46:08,880834	-2,158897E-2
2018-03-06  18:46:08,880834	-4,829280E-1	2018-03-06  18:46:08,880834	-2,201005E-2
2018-03-06  18:46:08,880834	-4,829280E-1	2018-03-06  18:46:08,880834	-2,116790E-2
