2018-03-06	19:08
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
10000,000             -8,778             68,654
10046,158             -8,571             68,112
10092,529             -8,360             67,545
10139,114             -8,144             66,949
10185,914             -7,925             66,323
10232,930             -7,701             65,665
10280,163             -7,472             64,972
10327,614             -7,239             64,241
10375,284             -7,001             63,471
10423,174             -6,758             62,657
10471,285             -6,510             61,796
10519,619             -6,257             60,885
10568,175             -5,999             59,919
10616,956             -5,736             58,894
10665,961             -5,469             57,804
10715,193             -5,196             56,646
10764,652             -4,918             55,412
10814,340             -4,636             54,097
10864,256             -4,349             52,693
10914,403             -4,059             51,193
10964,782             -3,765             49,590
11015,393             -3,469             47,874
11066,238             -3,170             46,038
11117,317             -2,872             44,071
11168,632             -2,574             41,965
11220,185             -2,278             39,711
11271,975             -1,987             37,300
11324,004             -1,704             34,724
11376,273             -1,430             31,978
11428,783             -1,169             29,058
11481,536             -0,924             25,964
11534,533             -0,700             22,698
11587,774             -0,501             19,269
11641,260             -0,330             15,692
11694,994             -0,191             11,984
11748,976             -0,089              8,173
11803,206             -0,024              4,287
11857,687             -0,000              0,362
11912,420             -0,017             -3,567
11967,405             -0,074             -7,463
12022,644             -0,170            -11,290
12078,138             -0,302            -15,019
12133,889             -0,467            -18,622
12189,896             -0,662            -22,079
12246,162             -0,881            -25,376
12302,688             -1,122            -28,502
12359,474             -1,380            -31,454
12416,523             -1,652            -34,232
12473,835             -1,935            -36,839
12531,412             -2,224            -39,280
12589,254             -2,519            -41,562
12647,363             -2,817            -43,695
12705,741             -3,116            -45,686
12764,388             -3,414            -47,546
12823,306             -3,711            -49,283
12882,496             -4,005            -50,906
12941,958             -4,296            -52,425
13001,696             -4,583            -53,845
13061,709             -4,867            -55,177
13121,999             -5,145            -56,425
13182,567             -5,419            -57,597
13243,415             -5,688            -58,698
13304,544             -5,951            -59,735
13365,955             -6,210            -60,711
13427,650             -6,464            -61,632
13489,629             -6,713            -62,502
13551,894             -6,956            -63,325
13614,447             -7,195            -64,103
13677,288             -7,429            -64,840
13740,420             -7,659            -65,540
13803,843             -7,884            -66,205
13867,558             -8,104            -66,836
13931,568             -8,320            -67,437
13995,873             -8,532            -68,010
